# MODIS Terra GEOGRAPHIC METADATA TEXT FILE day 2022-07-25
# NFiles = 119, max geo IngestTime = 2022-07-25 15:22:08.311176
# GranuleID,StartDateTime,ArchiveSet,OrbitNumber,DayNightFlag,EastBoundingCoord,NorthBoundingCoord,SouthBoundingCoord,WestBoundingCoord,GRingLongitude1,GRingLongitude2,GRingLongitude3,GRingLongitude4,GRingLatitude1,GRingLatitude2,GRingLatitude3,GRingLatitude4
MOD03.A2022206.0530.061.2022206110206.hdf,2022-07-25 05:30,61,120211,N,-96.9374066368646,13.9377221222285,-6.93870527423054,-121.698383994121,-96.9316715958961,-117.761853818447,-121.718991280679,-100.483530265121,-3.99429962653058,-6.9568799855957,10.9470231600149,13.9915569447142
MOD03.A2022206.0535.061.2022206110115.hdf,2022-07-25 05:35,61,120212,N,-100.543487306964,31.8752398733931,10.8778095656824,-127.18846247806,-100.441797974712,-121.687205744428,-127.278245267081,-103.333042253188,13.8736274092362,10.8614622755835,28.4828969387768,32.0551081064418
MOD03.A2022206.0540.061.2022206110119.hdf,2022-07-25 05:40,61,120212,N,-103.300339598163,49.8035153486626,28.433979870399,-135.826514198052,-102.990339394943,-127.164982700084,-136.029378425774,-105.176133757707,31.8143135211942,28.4196589049307,45.4080293870089,50.0983683095868
MOD03.A2022206.0545.061.2022206110132.hdf,2022-07-25 05:45,61,120212,B,-104.943208183566,67.7152415256186,45.4021998265685,-152.435008376578,-104.578489573657,-135.785087790314,-152.852668263255,-104.95543632872,49.7274370131617,45.3930998020366,60.7442082260963,68.0363505682691
MOD03.A2022206.0550.061.2022206110231.hdf,2022-07-25 05:50,61,120212,D,-83.7345714286929,85.6443546346104,60.8492027966208,168.801170163146,-103.979418332326,-152.360884766176,168.598702154968,-81.403116113708,67.5432038936397,60.8475547333426,70.5734366674788,85.3741489608005
MOD03.A2022206.0555.061.2022206124022.hdf,2022-07-25 05:55,61,120212,D,180,89.9865198145495,66.8950618930405,-180,-80.8427204667603,169.019665100016,118.390643326601,53.1561118126752,84.7327187353481,70.8647613341489,66.57447024045,75.798282005339
MOD03.A2022206.0600.061.2022206123644.hdf,2022-07-25 06:00,61,120212,D,117.911699116831,76.4737131177727,53.2012512544764,52.7029848959157,51.4549755089842,117.913628739245,93.5042632012065,56.1454938648554,76.2607370721568,66.9405134903052,53.0002854196439,58.0693880093963
MOD03.A2022206.0605.061.2022206123640.hdf,2022-07-25 06:05,61,120212,D,92.942397079489,58.5512131530839,36.7796488241802,54.9480826490337,55.6267037844795,92.9440722346005,81.858183262233,54.9352063529828,58.5503558622716,53.2659014835425,36.6547313668692,40.251156525977
MOD03.A2022206.0610.061.2022206123654.hdf,2022-07-25 06:10,61,120212,D,81.4000773514593,40.6439220216415,19.4416422483418,52.6082719656224,54.6971107235479,81.4010257082436,74.9730368482214,52.5840333608711,40.6707339432999,36.8492691716432,19.3867569556669,22.4179134355275
MOD03.A2022206.0615.061.2022206123643.hdf,2022-07-25 06:15,61,120212,D,74.7167745722679,22.7008416853777,1.72137737464035,49.4482889086534,52.4642123857479,74.7218257228201,70.2598058840505,49.4302580134784,22.7326514631301,19.5125182121507,1.70428957382248,4.63788399727201
